ID,name,description,url,created,last modified,version,contributors,tactics,detection,platforms,tactic type,MTC ID,relationship citations
T1430.001,Remote Device Management Services,An adversary may use access to cloud services (e.g. Google's Android Device Manager or Apple iCloud's Find my iPhone) or to an enterprise mobility management (EMM)/mobile device management (MDM) server console to track the location of mobile devices managed by the service.(Citation: Krebs-Location) ,https://attack.mitre.org/techniques/T1430/001,05 April 2022,21 October 2022,1.0,,"Collection, Discovery","Google sends a notification to the device when Android Device Manager is used to locate it. Additionally, Google provides the ability for users to view their general account activity and alerts users when their credentials have been used on a new device. Apple iCloud also provides notifications to users of account activity such as when credentials have been used. ","Android, iOS",Post-Adversary Device Access,ECO-5,","
T1458,Replication Through Removable Media,"Adversaries may move onto devices by exploiting or copying malware to devices connected via USB. In the case of Lateral Movement, adversaries may utilize the physical connection of a device to a compromised or malicious charging station or PC to bypass application store requirements and install malicious applications directly.(Citation: Lau-Mactans) In the case of Initial Access, adversaries may attempt to exploit the device via the connection to gain access to data stored on the device.(Citation: Krebs-JuiceJacking) Examples of this include: 
 
* Exploiting insecure bootloaders in a Nexus 6 or 6P device over USB and gaining the ability to perform actions including intercepting phone calls, intercepting network traffic, and obtaining the device physical location.(Citation: IBM-NexusUSB) 
* Exploiting weakly-enforced security boundaries in Android devices such as the Google Pixel 2 over USB.(Citation: GoogleProjectZero-OATmeal) 
* Products from Cellebrite and Grayshift purportedly that can exploit some iOS devices using physical access to the data port to unlock the passcode.(Citation: Computerworld-iPhoneCracking) ",https://attack.mitre.org/techniques/T1458,25 October 2017,08 April 2022,2.0,,"Initial Access, Lateral Movement",,"Android, iOS",Post-Adversary Device Access,PHY-1,"(Citation: PaloAlto-WireLurker),(Citation: PaloAlto-DualToy),(Citation: Elcomsoft-iOSRestricted)"
T1582,SMS Control,"Adversaries may delete, alter, or send SMS messages without user authorization. This could be used to hide C2 SMS messages, spread malware, or various external effects.

This can be accomplished by requesting the `RECEIVE_SMS` or `SEND_SMS` permissions depending on what the malware is attempting to do. If the app is set as the default SMS handler on the device, the `SMS_DELIVER` broadcast intent can be registered, which allows the app to write to the SMS content provider. The content provider directly modifies the messaging database on the device, which could allow malicious applications with this ability to insert, modify, or delete arbitrary messages on the device.(Citation: SMS KitKat)(Citation: Android SmsProvider)",https://attack.mitre.org/techniques/T1582,11 September 2020,24 October 2022,1.0,,Impact,Users can view the default SMS handler in system settings.,Android,Post-Adversary Device Access,APP-16,"(Citation: ThreatFabric Ginp),(Citation: Threat Fabric Cerberus),(Citation: Talos-WolfRAT),(Citation: securelist rotexy 2018),(Citation: Talos GPlayed),(Citation: Cofense Anubis),(Citation: SecureList BusyGasper),(Citation: Zscaler TikTok Spyware),(Citation: Cybereason FakeSpy),(Citation: Bitdefender Mandrake),(Citation: Securelist Asacub),(Citation: Lookout Uyghur Campaign),(Citation: WhiteOps TERRACOTTA),(Citation: Threat Fabric Exobot),(Citation: Lookout-Dendroid),(Citation: TrendMicro Coronavirus Updates),(Citation: Lookout Desert Scorpion),(Citation: SecurityIntelligence TrickMo),(Citation: Lookout-StealthMango),(Citation: Sophos Red Alert 2.0),(Citation: SMS KitKat)"
T1636.004,SMS Messages,"Adversaries may utilize standard operating system APIs to gather SMS messages. On Android, this can be accomplished using the SMS Content Provider. iOS provides no standard API to access SMS messages. 

If the device has been jailbroken or rooted, an adversary may be able to access [SMS Messages](https://attack.mitre.org/techniques/T1636/004) without the user’s knowledge or approval. ",https://attack.mitre.org/techniques/T1636/004,01 April 2022,11 April 2022,1.0,,Collection,"On Android, the user can manage which applications have permission to access SMS messages through the device settings screen, revoking the permission if necessary. Application vetting services could look for `android.permission.READ_SMS` in an Android application’s manifest. Most applications do not need access to SMS messages, so extra scrutiny could be applied to those that request it. ","Android, iOS",,APP-13,"(Citation: ThreatFabric Ginp),(Citation: Threat Fabric Cerberus),(Citation: FlexiSpy-Features),(Citation: Talos-WolfRAT),(Citation: securelist rotexy 2018),(Citation: Talos Gustuff Apr 2019),(Citation: Talos GPlayed),(Citation: FireEye-RuMMS),(Citation: TrendMicro-RCSAndroid),(Citation: SecureList BusyGasper),(Citation: PaloAlto-SpyDealer),(Citation: Zscaler-SpyNote),(Citation: Lookout ViperRAT),(Citation: Lookout-EnterpriseApps),(Citation: Cybereason FakeSpy),(Citation: Bitdefender Mandrake),(Citation: Securelist Asacub),(Citation: Lookout Uyghur Campaign),(Citation: Zscaler TikTok Spyware),(Citation: SecureList - ViceLeaker 2019),(Citation: Kaspersky Triada March 2016),(Citation: Zscaler-SuperMarioRun),(Citation: Kaspersky Riltok June 2019),(Citation: Google Project Zero Insomnia),(Citation: Threat Fabric Exobot),(Citation: Cybereason EventBot),(Citation: Kaspersky-WUC),(Citation: Lookout-Dendroid),(Citation: NYTimes-BackDoor),(Citation: CyberMerchants-FlexiSpy),(Citation: TrendMicro Coronavirus Updates),(Citation: SWB Exodus March 2019),(Citation: Lookout Desert Scorpion),(Citation: SecurityIntelligence TrickMo),(Citation: Tripwire-MazarBOT),(Citation: Lookout-Pegasus),(Citation: TrendMicro-XLoader),(Citation: Google Bread),(Citation: Lookout-StealthMango),(Citation: PaloAlto-Xbot),(Citation: Lookout FrozenCell),(Citation: Symantec GoldenCup),(Citation: Palo Alto HenBox),(Citation: Lookout Dark Caracal Jan 2018),(Citation: Sophos Red Alert 2.0),(Citation: Cylance Dust Storm),(Citation: BlackBerry Bahamut),(Citation: Trend Micro Bouncing Golf 2019),"
T1603,Scheduled Task/Job,"Adversaries may abuse task scheduling functionality to facilitate initial or recurring execution of malicious code. On Android and iOS, APIs and libraries exist to facilitate scheduling tasks to execute at a specified date, time, or interval.

On Android, the `WorkManager` API allows asynchronous tasks to be scheduled with the system. `WorkManager` was introduced to unify task scheduling on Android, using `JobScheduler`, `GcmNetworkManager`, and `AlarmManager` internally. `WorkManager` offers a lot of flexibility for scheduling, including periodically, one time, or constraint-based (e.g. only when the device is charging).(Citation: Android WorkManager)

On iOS, the `NSBackgroundActivityScheduler` API allows asynchronous tasks to be scheduled with the system. The tasks can be scheduled to be repeating or non-repeating, however, the system chooses when the tasks will be executed. The app can choose the interval for repeating tasks, or the delay between scheduling and execution for one-time tasks.(Citation: Apple NSBackgroundActivityScheduler)",https://attack.mitre.org/techniques/T1603,04 November 2020,24 October 2022,1.0,"Lorin Wu, Trend Micro","Execution, Persistence","Scheduling tasks/jobs can be difficult to detect, and therefore enterprises may be better served focusing on detection at other stages of adversarial behavior.","Android, iOS",Post-Adversary Device Access,,"(Citation: WhiteOps TERRACOTTA),(Citation: Zscaler TikTok Spyware),(Citation: Talos GPlayed),"
T1513,Screen Capture,"Adversaries may use screen capture to collect additional information about a target device, such as applications running in the foreground, user data, credentials, or other sensitive information. Applications running in the background can capture screenshots or videos of another application running in the foreground by using the Android `MediaProjectionManager` (generally requires the device user to grant consent).(Citation: Fortinet screencap July 2019)(Citation: Android ScreenCap1 2019) Background applications can also use Android accessibility services to capture screen contents being displayed by a foreground application.(Citation: Lookout-Monokle) An adversary with root access or Android Debug Bridge (adb) access could call the Android `screencap` or `screenrecord` commands.(Citation: Android ScreenCap2 2019)(Citation: Trend Micro ScreenCap July 2015) ",https://attack.mitre.org/techniques/T1513,08 August 2019,01 April 2022,1.2,,Collection,"The user can view a list of apps with accessibility service privileges in the device settings. Application vetting services can look for the use of the Android `MediaProjectionManager` class, applying extra scrutiny to applications that use the class.",Android,Post-Adversary Device Access,APP-40,"(Citation: ThreatFabric Ginp),(Citation: Lookout Uyghur Campaign),(Citation: Talos-WolfRAT),(Citation: FlexiSpy-Features),(Citation: Zscaler TikTok Spyware),(Citation: SWB Exodus March 2019),(Citation: Cofense Anubis),(Citation: Lookout-Monokle),(Citation: Cybereason EventBot),(Citation: SecurityIntelligence TrickMo),(Citation: ESET DEFENSOR ID),(Citation: SecureList BusyGasper),(Citation: PaloAlto-SpyDealer),(Citation: Bitdefender Mandrake),(Citation: Trend Micro Bouncing Golf 2019),(Citation: Nightwatch screencap April 2016)"
T1418.001,Security Software Discovery,"Adversaries may attempt to get a listing of security applications and configurations that are installed on a device. This may include things such as mobile security products. Adversaries may use the information from [Security Software Discovery](https://attack.mitre.org/techniques/T1418/001) during automated discovery to shape follow-on behaviors, including whether or not to fully infect the target and/or attempt specific actions. ",https://attack.mitre.org/techniques/T1418/001,31 March 2022,11 April 2022,1.0,,Discovery,"Application vetting services could look for the Android permission `android.permission.QUERY_ALL_PACKAGES`, and apply extra scrutiny to applications that request it. On iOS, application vetting services could look for usage of the private API `LSApplicationWorkspace` and apply extra scrutiny to applications that employ it.","Android, iOS",Post-Adversary Device Access,APP-12,"(Citation: Talos Gustuff Apr 2019),(Citation: Threat Fabric Exobot),(Citation: Android Package Visibility)"
T1418,Software Discovery,"Adversaries may attempt to get a listing of applications that are installed on a device. Adversaries may use the information from [Software Discovery](https://attack.mitre.org/techniques/T1418) during automated discovery to shape follow-on behaviors, including whether or not to fully infect the target and/or attempts specific actions. 

 

Adversaries may attempt to enumerate applications for a variety of reasons, such as figuring out what security measures are present or to identify the presence of target applications. ",https://attack.mitre.org/techniques/T1418,25 October 2017,30 March 2022,2.0,,Discovery,"Application vetting services could look for the Android permission `android.permission.QUERY_ALL_PACKAGES`, and apply extra scrutiny to applications that request it. On iOS, application vetting services could look for usage of the private API `LSApplicationWorkspace` and apply extra scrutiny to applications that employ it.","Android, iOS",Post-Adversary Device Access,APP-12,"(Citation: ThreatFabric Ginp),(Citation: Threat Fabric Cerberus),(Citation: FlexiSpy-Features),(Citation: Talos-WolfRAT),(Citation: securelist rotexy 2018),(Citation: Talos GPlayed),(Citation: Cofense Anubis),(Citation: ESET DEFENSOR ID),(Citation: CheckPoint Agent Smith),(Citation: Bitdefender Mandrake),(Citation: Cybereason FakeSpy),(Citation: Zscaler TikTok Spyware),(Citation: SecureList - ViceLeaker 2019),(Citation: Lookout Uyghur Campaign),(Citation: WhiteOps TERRACOTTA),(Citation: Kaspersky Riltok June 2019),(Citation: Google Project Zero Insomnia),(Citation: WeLiveSecurity AdDisplayAshas),(Citation: Lookout-Monokle),(Citation: Cybereason EventBot),(Citation: SWB Exodus March 2019),(Citation: Lookout Desert Scorpion),(Citation: Lookout-PegasusAndroid),(Citation: SecurityIntelligence TrickMo),(Citation: Google Triada June 2019),(Citation: Lookout-StealthMango),(Citation: Symantec GoldenCup),(Citation: Palo Alto HenBox),(Citation: Lookout Dark Caracal Jan 2018),(Citation: Sophos Red Alert 2.0),(Citation: Trend Micro Bouncing Golf 2019),(Citation: Android Package Visibility)"
T1406.002,Software Packing,"Adversaries may perform software packing to conceal their code. Software packing is a method of compressing or encrypting an executable. Packing an executable changes the file signature in an attempt to avoid signature-based detection. Most decompression techniques decompress the executable code in memory. 

Utilities used to perform software packing are called packers. An example packer is FTT. A more comprehensive list of known packers is available, but adversaries may create their own packing techniques that do not leave the same artifacts as well-known packers to evade defenses.",https://attack.mitre.org/techniques/T1406/002,30 March 2022,21 April 2022,1.0,,Defense Evasion,"Application vetting services could look for known software packers or artifacts of packing techniques. Packing is not a definitive indicator of malicious activity, because as legitimate software may use packing techniques to reduce binary size or to protect proprietary code.","Android, iOS",Post-Adversary Device Access,,"(Citation: Google Bread),(Citation: Talos Gustuff Apr 2019),"
T1635,Steal Application Access Token,"Adversaries can steal user application access tokens as a means of acquiring credentials to access remote systems and resources. This can occur through social engineering or URI hijacking and typically requires user action to grant access, such as through a system “Open With” dialogue.  

Application access tokens are used to make authorized API requests on behalf of a user and are commonly used as a way to access resources in cloud-based applications and software-as-a-service (SaaS).(Citation: Auth0 - Why You Should Always Use Access Tokens to Secure APIs Sept 2019) OAuth is one commonly implemented framework used to issue tokens to users for access to systems. An application desiring access to cloud-based services or protected APIs can gain entry through OAuth 2.0 using a variety of authorization protocols. An example of a commonly-used sequence is Microsoft's Authorization Code Grant flow.(Citation: Microsoft Identity Platform Protocols May 2019)(Citation: Microsoft - OAuth Code Authorization flow - June 2019) An OAuth access token enables a third-party application to interact with resources containing user data in the ways requested without requiring user credentials.",https://attack.mitre.org/techniques/T1635,01 April 2022,05 April 2022,1.0,,Credential Access,"On Android, users may be presented with a popup to select the appropriate application to open a URI in. If the user sees an application they do not recognize, they can remove it. When vetting applications for potential security weaknesses, the vetting process could look for insecure use of Intents. Developers should be encouraged to use techniques to ensure that the intent can only be sent to an appropriate destination (e.g., use explicit rather than implicit intents, permission checking, checking of the destination app's signing certificate, or utilizing the App Links feature). For mobile applications using OAuth, encourage use of best practice.(Citation: IETF-OAuthNativeApps)(Citation: Android-AppLinks)","Android, iOS",Post-Adversary Device Access,,",(Citation: Trend Micro iOS URL Hijacking),(Citation: Android App Links),(Citation: IETF-PKCE),(Citation: iOS Universal Links)"
T1406.001,Steganography,"Adversaries may use steganography techniques in order to prevent the detection of hidden information. Steganographic techniques can be used to hide data in digital media such as images, audio tracks, video clips, or text files.",https://attack.mitre.org/techniques/T1406/001,30 March 2022,21 April 2022,1.0,,Defense Evasion,Detection of steganography is difficult unless detectable artifacts with a known signature are left behind by the obfuscation process. Look for strings are other signatures left in system artifacts related to decoding steganography.,Android,Post-Adversary Device Access,,"(Citation: CheckPoint Agent Smith),"
T1409,Stored Application Data,"Adversaries may try to access and collect application data resident on the device. Adversaries often target popular applications, such as Facebook, WeChat, and Gmail.(Citation: SWB Exodus March 2019) 

 

Due to mobile OS sandboxing, this technique is only possible in three scenarios: 

 

* An application stores files in unprotected external storage 
* An application stores files in its internal storage directory with insecure permissions (e.g. 777) 
* The adversary gains root permissions on the device ",https://attack.mitre.org/techniques/T1409,25 October 2017,11 April 2022,3.0,,Collection,"Application vetting services could detect when applications store data insecurely, for example, in unprotected external storage.","Android, iOS",Post-Adversary Device Access,AUT-0,"(Citation: Lookout Uyghur Campaign),(Citation: FortiGuard-FlexiSpy),(Citation: Lookout-StealthMango),(Citation: Lookout FrozenCell),(Citation: SWB Exodus March 2019),(Citation: Kaspersky-Skygofree),(Citation: Lookout Dark Caracal Jan 2018),(Citation: Lookout Desert Scorpion),(Citation: Lookout-PegasusAndroid),(Citation: TrendMicro-RCSAndroid),(Citation: SecureList BusyGasper),(Citation: PaloAlto-SpyDealer),(Citation: Bitdefender Mandrake),(Citation: Cybereason FakeSpy),(Citation: Lookout-Pegasus),"
T1632,Subvert Trust Controls,Adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted applications. Operating systems and security products may contain mechanisms to identify programs or websites as possessing some level of trust. Examples of such features include: an app being allowed to run because it is signed by a valid code signing certificate; an OS prompt alerting the user that an app came from an untrusted source; or getting an indication that you are about to connect to an untrusted site. The method adversaries use will depend on the specific mechanism they seek to subvert. ,https://attack.mitre.org/techniques/T1632,30 March 2022,08 April 2022,1.0,,Defense Evasion,"On Android, the user can use the device settings menu to view trusted CA certificates and look for unexpected or unknown certificates. A mobile security product could similarly examine the trusted CA certificate store for anomalies. Users can use the device settings menu to view which applications on the device are allowed to install unknown applications. 

On iOS, the user can use the device settings menu to view installed Configuration Profiles and look for unexpected or unknown profiles. A Mobile Device Management (MDM) system could use the iOS MDM APIs to examine the list of installed Configuration Profiles for anomalies.","Android, iOS",Post-Adversary Device Access,STA-7,",(Citation: Symantec-iOSProfile2),(Citation: Android-TrustedCA)"
T1474,Supply Chain Compromise,"Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise.

Supply chain compromise can take place at any stage of the supply chain including:

* Manipulation of development tools
* Manipulation of a development environment
* Manipulation of source code repositories (public or private)
* Manipulation of source code in open-source dependencies
* Manipulation of software update/distribution mechanisms
* Compromised/infected system images
* Replacement of legitimate software with modified versions
* Sales of modified/counterfeit products to legitimate distributors
* Shipment interdiction

While supply chain compromise can impact any component of hardware or software, attackers looking to gain execution have often focused on malicious additions to legitimate software in software distribution or update channels. Targeting may be specific to a desired victim set or malicious software may be distributed to a broad set of consumers but only move on to additional tactics on specific victims.  Popular open source projects that are used as dependencies in many applications may also be targeted as a means to add malicious code to users of the dependency, specifically with the widespread usage of third-party advertising libraries.(Citation: Grace-Advertisement)(Citation: NowSecure-RemoteCode)",https://attack.mitre.org/techniques/T1474,17 October 2018,28 March 2022,2.0,,Initial Access,Usage of insecure or malicious third-party libraries could be detected by application vetting services. Malicious software development tools could be detected by enterprises that deploy endpoint protection software on computers that are used to develop mobile apps. Application vetting could detect the usage of insecure or malicious third-party libraries.,"Android, iOS",Post-Adversary Device Access,APP-6,","
T1628.001,Suppress Application Icon,"A malicious application could suppress its icon from being displayed to the user in the application launcher. This hides the fact that it is installed, and can make it more difficult for the user to uninstall the application. Hiding the application's icon programmatically does not require any special permissions. 

This behavior has been seen in the BankBot/Spy Banker family of malware.(Citation: android-trojan-steals-paypal-2fa)(Citation: sunny-stolen-credentials)(Citation: bankbot-spybanker) 

Beginning in Android 10, changes were introduced to inhibit malicious applications’ ability to hide their icon. If an app is a system app, requests no permissions, or does not have a launcher activity, the application’s icon will be fully hidden. Further, if the device is fully managed or the application is in a work profile, the icon will be fully hidden. Otherwise, a synthesized activity is shown, which is a launcher icon that represents the app’s details page in the system settings. If the user clicks the synthesized activity in the launcher, they are taken to the application’s details page in the system settings.(Citation: Android 10 Limitations to Hiding App Icons)(Citation: LauncherApps getActivityList)",https://attack.mitre.org/techniques/T1628/001,30 March 2022,20 May 2022,1.0,"Emily Ratliff, IBM",Defense Evasion,"The user can examine the list of all installed applications, including those with a suppressed icon, in the device settings. If the user is redirected to the device settings when tapping an application’s icon, they should inspect the application to ensure it is genuine. Application vetting services could potentially detect the usage of APIs intended for suppressing the application’s icon.",Android,Post-Adversary Device Access,,"(Citation: ThreatFabric Ginp),(Citation: Lookout Uyghur Campaign),(Citation: FortiGuard-FlexiSpy),(Citation: Threat Fabric Cerberus),(Citation: FlexiSpy-Features),(Citation: securelist rotexy 2018),(Citation: Zscaler TikTok Spyware),(Citation: Lookout Desert Scorpion),(Citation: WeLiveSecurity AdDisplayAshas),(Citation: CheckPoint SimBad 2019),(Citation: Bitdefender - Triout 2018),(Citation: ESET-Twitoor),(Citation: SecureList BusyGasper),(Citation: CheckPoint Agent Smith),(Citation: Bitdefender Mandrake),(Citation: Cybereason FakeSpy),(Citation: Group IB Gustuff Mar 2019),(Citation: LauncherApps getActivityList),(Citation: Android 10 Limitations to Hiding App Icons)"
T1521.001,Symmetric Cryptography,"Adversaries may employ a known symmetric encryption algorithm to conceal command and control traffic, rather than relying on any inherent protections provided by a communication protocol. Symmetric encryption algorithms use the same key for plaintext encryption and ciphertext decryption. Common symmetric encryption algorithms include AES, Blowfish, and RC4.",https://attack.mitre.org/techniques/T1521/001,05 April 2022,05 April 2022,1.0,,Command and Control,"Since data encryption is a common practice in many legitimate applications and uses standard programming language-specific APIs, encrypting data for command and control communication is regarded as undetectable to the user.","Android, iOS",Post-Adversary Device Access,,"(Citation: Cybereason EventBot),(Citation: BlackBerry Bahamut),(Citation: securelist rotexy 2018),"
T1633.001,System Checks,"Adversaries may employ various system checks to detect and avoid virtualization and analysis environments. This may include changing behavior after checking for the presence of artifacts indicative of a virtual environment or sandbox. If the adversary detects a virtual environment, they may alter their malware’s behavior to disengage from the victim or conceal the core functions of the implant. They may also search for virtualization artifacts before dropping secondary or additional payloads. 

Checks could include generic system properties such as host/domain name and samples of network traffic. Adversaries may also check the network adapters addresses, CPU core count, and available memory/drive size. 

Hardware checks, such as the presence of motion sensors, could also be used to gather evidence that can be indicative a virtual environment. Adversaries may also query for specific readings from these devices. ",https://attack.mitre.org/techniques/T1633/001,30 March 2022,21 April 2022,1.0,,Defense Evasion,"Application vetting services could look for applications attempting to get `android.os.SystemProperties` or `getprop` with the runtime `exec()` commands. This could indicate some level of sandbox evasion, as Google recommends against using system properties within applications.","Android, iOS",Post-Adversary Device Access,,"(Citation: ThreatFabric Ginp),(Citation: WhiteOps TERRACOTTA),(Citation: Threat Fabric Cerberus),(Citation: Trend Micro Anubis),(Citation: Cybereason FakeSpy),(Citation: Talos-WolfRAT),(Citation: securelist rotexy 2018),(Citation: Palo Alto HenBox),(Citation: SecurityIntelligence TrickMo),(Citation: WeLiveSecurity AdDisplayAshas),(Citation: BlackBerry Bahamut),(Citation: Bitdefender Mandrake),(Citation: Lookout-Dendroid),"
T1426,System Information Discovery,"Adversaries may attempt to get detailed information about a device’s operating system and hardware, including versions, patches, and architecture. Adversaries may use the information from [System Information Discovery](https://attack.mitre.org/techniques/T1426) during automated discovery to shape follow-on behaviors, including whether or not to fully infects the target and/or attempts specific actions. 

 

On Android, much of this information is programmatically accessible to applications through the `android.os.Build` class. (Citation: Android-Build) iOS is much more restrictive with what information is visible to applications. Typically, applications will only be able to query the device model and which version of iOS it is running. ",https://attack.mitre.org/techniques/T1426,25 October 2017,11 April 2022,1.2,,Discovery,"System information discovery can be difficult to detect, and therefore enterprises may be better served focusing on detection at other stages of adversarial behavior.","Android, iOS",Post-Adversary Device Access,APP-12,"(Citation: Threat Fabric Cerberus),(Citation: securelist rotexy 2018),(Citation: CYBERWARCON CHEMISTGAMES),(Citation: Talos GPlayed),(Citation: Talos Gustuff Apr 2019),(Citation: Xiao-KeyRaider),(Citation: FireEye-RuMMS),(Citation: Cofense Anubis),(Citation: TrendMicro-XLoader-FakeSpy),(Citation: Lookout ViperRAT),(Citation: Bitdefender Mandrake),(Citation: Cybereason FakeSpy),(Citation: Zscaler TikTok Spyware),(Citation: Securelist Asacub),(Citation: Lookout Uyghur Campaign),(Citation: SecureList - ViceLeaker 2019),(Citation: Kaspersky Riltok June 2019),(Citation: Google Project Zero Insomnia),(Citation: WeLiveSecurity AdDisplayAshas),(Citation: CheckPoint Cerberus),(Citation: Threat Fabric Exobot),(Citation: Kaspersky-WUC),(Citation: Cybereason EventBot),(Citation: Lookout-Monokle),(Citation: Wandera-RedDrop),(Citation: Lookout eSurv),(Citation: TrendMicro Coronavirus Updates),(Citation: Lookout Desert Scorpion),(Citation: SecurityIntelligence TrickMo),(Citation: Lookout-Pegasus),(Citation: TrendMicro-Anserver2),(Citation: Lookout FrozenCell),(Citation: Symantec GoldenCup),(Citation: Palo Alto HenBox),(Citation: SecureList DVMap June 2017),(Citation: Lookout Dark Caracal Jan 2018),(Citation: BlackBerry Bahamut),(Citation: Trend Micro Bouncing Golf 2019),"
T1422,System Network Configuration Discovery,"Adversaries may look for details about the network configuration and settings, such as IP and/or MAC addresses, of operating systems they access or through information discovery of remote systems. 

 

On Android, details of onboard network interfaces are accessible to apps through the `java.net.NetworkInterface` class.(Citation: NetworkInterface) Previously, the Android `TelephonyManager` class could be used to gather telephony-related device identifiers, information such as the IMSI, IMEI, and phone number. However, starting with Android 10, only preloaded, carrier, the default SMS, or device and profile owner applications can access the telephony-related device identifiers.(Citation: TelephonyManager) 

 

On iOS, gathering network configuration information is not possible without root access. 

 

Adversaries may use the information from [System Network Configuration Discovery](https://attack.mitre.org/techniques/T1422) during automated discovery to shape follow-on behaviors, including determining certain access within the target network and what actions to do next. ",https://attack.mitre.org/techniques/T1422,25 October 2017,30 March 2022,2.2,,Discovery,Application vetting services could look for usage of the `READ_PRIVILEGED_PHONE_STATE` Android permission. This could indicate that non-system apps are attempting to access information that they do not have access to.,"Android, iOS",Post-Adversary Device Access,,"(Citation: Talos-WolfRAT),(Citation: securelist rotexy 2018),(Citation: Talos Gustuff Apr 2019),(Citation: Talos GPlayed),(Citation: FireEye-RuMMS),(Citation: TrendMicro-XLoader-FakeSpy),(Citation: PaloAlto-SpyDealer),(Citation: Lookout ViperRAT),(Citation: Lookout-EnterpriseApps),(Citation: Cybereason FakeSpy),(Citation: Securelist Asacub),(Citation: Lookout Uyghur Campaign),(Citation: WhiteOps TERRACOTTA),(Citation: PaloAlto-DualToy),(Citation: Kaspersky Riltok June 2019),(Citation: Google Project Zero Insomnia),(Citation: Threat Fabric Exobot),(Citation: Lookout-Monokle),(Citation: Cybereason EventBot),(Citation: Wandera-RedDrop),(Citation: TrendMicro Coronavirus Updates),(Citation: SWB Exodus March 2019),(Citation: SecurityIntelligence TrickMo),(Citation: Lookout-PegasusAndroid),(Citation: Google Bread),(Citation: Lookout-StealthMango),(Citation: TrendMicro-Anserver2),(Citation: Lookout FrozenCell),(Citation: Symantec GoldenCup),(Citation: TelephonyManager)"
T1421,System Network Connections Discovery,"Adversaries may attempt to get a listing of network connections to or from the compromised device they are currently accessing or from remote systems by querying for information over the network. 

 

This is typically accomplished by utilizing device APIs to collect information about nearby networks, such as Wi-Fi, Bluetooth, and cellular tower connections. On Android, this can be done by querying the respective APIs: 

 

* `WifiInfo` for information about the current Wi-Fi connection, as well as nearby Wi-Fi networks. Querying the `WiFiInfo` API requires the application to hold the `ACCESS_FINE_LOCATION` permission. 

* `BluetoothAdapter` for information about Bluetooth devices, which also requires the application to hold several permissions granted by the user at runtime. 

* For Android versions prior to Q, applications can use the `TelephonyManager.getNeighboringCellInfo()` method. For Q and later, applications can use the `TelephonyManager.getAllCellInfo()` method. Both methods require the application hold the `ACCESS_FINE_LOCATION` permission.",https://attack.mitre.org/techniques/T1421,25 October 2017,31 March 2022,2.1,,Discovery,"System Network Connections Discovery can be difficult to detect, and therefore enterprises may be better served focusing on detection at other stages of adversarial behavior.",Android,Post-Adversary Device Access,,"(Citation: FlexiSpy-Features),(Citation: SWB Exodus March 2019),(Citation: Lookout Dark Caracal Jan 2018),(Citation: Lookout-Monokle),(Citation: Lookout ViperRAT),(Citation: Cybereason FakeSpy),(Citation: Lookout-Pegasus),"
T1625.001,System Runtime API Hijacking,"Adversaries may execute their own malicious payloads by hijacking the way an operating system run applications. Hijacking execution flow can be for the purposes of persistence since this hijacked execution may reoccur at later points in time. 


On Android, adversaries may overwrite the standard OS API library with a malicious alternative to hook into core functions to achieve persistence. By doing this, the adversary’s code will be executed every time the overwritten API function is called by an app on the infected device.",https://attack.mitre.org/techniques/T1625/001,30 March 2022,05 April 2022,1.0,,Persistence,Mobile threat defense agents could detect unauthorized operating system modifications by using attestation. ,Android,Post-Adversary Device Access,APP-27,"(Citation: Google Security Zen),(Citation: FortiGuard-FlexiSpy),(Citation: SecureList DVMap June 2017),(Citation: Android-VerifiedBoot)"
T1641.001,Transmitted Data Manipulation,"Adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity. By manipulating transmitted data, adversaries may attempt to affect a business process, organizational understanding, or decision making.

Manipulation may be possible over a network connection or between system processes where there is an opportunity to deploy a tool that will intercept and change information. The type of modification and the impact it will have depends on the target transmission mechanism as well as the goals and objectives of the adversary. For complex systems, an adversary would likely need special expertise and possibly access to specialized software related to the system, typically gained through a prolonged information gathering campaign, in order to have the desired impact.

One method to achieve [Transmitted Data Manipulation](https://attack.mitre.org/techniques/T1641/001) is by modifying the contents of the device clipboard. Malicious applications may monitor clipboard activity through the `ClipboardManager.OnPrimaryClipChangedListener` interface on Android to determine when clipboard contents have changed. Listening to clipboard activity, reading clipboard contents, and modifying clipboard contents requires no explicit application permissions and can be performed by applications running in the background. However, this behavior has changed with the release of Android 10.

Adversaries may use [Transmitted Data Manipulation](https://attack.mitre.org/techniques/T1641/001) to replace text prior to being pasted. For example, replacing a copied Bitcoin wallet address with a wallet address that is under adversarial control.

[Transmitted Data Manipulation](https://attack.mitre.org/techniques/T1641/001) was seen within the Android/Clipper.C trojan. This sample was detected by ESET in an application distributed through the Google Play Store targeting cryptocurrency wallet numbers.(Citation: ESET Clipboard Modification February 2019)",https://attack.mitre.org/techniques/T1641/001,06 April 2022,21 April 2022,1.0,,Impact,Applications could be vetted for their use of the clipboard manager APIs with extra scrutiny given to application that make use of them.,Android,Post-Adversary Device Access,,",(Citation: Android 10 Privacy Changes)"
